,Unnamed: 0,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y,Humi,dew,snow
35789,35789,2017.1.31 13:00,27.0,-17.6,1.4,38.0,-13.5,1.4,32.5,-15.55,1.4
35790,35790,2017.1.31 14:00,29.0,-16.4,1.3,38.0,-12.8,1.3,33.5,-14.6,1.3
35791,35791,2017.1.31 15:00,29.0,-16.1,1.0,35.5,-13.2,1.0,32.25,-14.65,1.0
35792,35792,2017.1.31 16:00,28.0,-16.8,0.9,32.0,-14.85,0.9,30.0,-15.825,0.9
35793,35793,2017.1.31 17:00,27.0,-18.0,0.8,32.0,-15.15,0.8,29.5,-16.575,0.8
35794,35794,2017.1.31 18:00,33.0,-17.0,0.8,40.0,-13.75,0.8,36.5,-15.375,0.8
35795,35795,2017.1.31 19:00,34.0,-17.3,0.8,38.0,-15.1,0.8,36.0,-16.2,0.8
35796,35796,2017.1.31 2:00,55.0,-16.3,1.5,69.0,-13.1,1.5,62.0,-14.7,1.5
35797,35797,2017.1.31 20:00,38.0,-16.2,0.8,40.5,-14.8,0.8,39.25,-15.5,0.8
35798,35798,2017.1.31 21:00,43.0,-15.4,0.8,46.0,-13.75,0.8,44.5,-14.575,0.8
35799,35799,2017.1.31 22:00,44.0,-15.3,0.8,46.0,-14.05,0.8,45.0,-14.675,0.8
35800,35800,2017.1.31 23:00,44.0,-15.4,0.8,48.5,-13.9,0.8,46.25,-14.65,0.8
35801,35801,2017.1.31 3:00,56.0,-16.1,1.5,70.0,-13.15,1.5,63.0,-14.625,1.5
35802,35802,2017.1.31 4:00,60.0,-16.0,1.5,73.0,-13.05,1.5,66.5,-14.525,1.5
35803,35803,2017.1.31 5:00,59.0,-16.1,1.5,73.5,-13.15,1.5,66.25,-14.625,1.5
35804,35804,2017.1.31 6:00,63.0,-15.4,1.5,76.0,-12.85,1.5,69.5,-14.125,1.5
35805,35805,2017.1.31 7:00,63.0,-15.3,1.5,76.5,-12.7,1.5,69.75,-14.0,1.5
35806,35806,2017.1.31 8:00,60.0,-15.7,1.5,75.0,-12.9,1.5,67.5,-14.3,1.5
35807,35807,2017.1.31 9:00,56.0,-15.5,1.5,72.0,-12.3,1.5,64.0,-13.9,1.5
35808,35808,2017.2.1 0:00,47.0,-15.2,0.8,51.5,-13.9,0.8,49.25,-14.55,0.8
35809,35809,2017.2.1 1:00,46.0,-15.5,0.8,52.5,-13.8,0.8,49.25,-14.65,0.8
35810,35810,2017.2.1 10:00,57.0,-10.3,0.6,63.0,-8.55,0.6,60.0,-9.425,0.6
35811,35811,2017.2.1 11:00,46.0,-11.9,0.5,58.5,-8.1,0.5,52.25,-10.0,0.5
35812,35812,2017.2.1 12:00,33.0,-15.3,0.4,40.0,-11.85,0.4,36.5,-13.575,0.4
35813,35813,2017.2.1 13:00,32.0,-15.3,,31.5,-13.9,,31.75,-14.600000000000001,
35814,35814,2017.2.1 14:00,31.0,-15.3,,29.0,-14.7,,30.0,-15.0,
35815,35815,2017.2.1 15:00,30.0,-15.6,,27.0,-15.5,,28.5,-15.55,
35816,35816,2017.2.1 16:00,29.0,-15.8,,28.5,-14.75,,28.75,-15.275,
35817,35817,2017.2.1 17:00,29.0,-16.5,,28.5,-15.7,,28.75,-16.1,
35818,35818,2017.2.1 18:00,33.0,-16.6,,33.0,-15.5,,33.0,-16.05,
35819,35819,2017.2.1 19:00,36.0,-16.4,,36.5,-15.25,,36.25,-15.825,
35820,35820,2017.2.1 2:00,47.0,-15.7,0.8,53.5,-13.8,0.8,50.25,-14.75,0.8
35821,35821,2017.2.1 20:00,36.0,-17.2,,39.5,-15.25,,37.75,-16.225,
35822,35822,2017.2.1 21:00,43.0,-16.0,,45.0,-14.55,,44.0,-15.275,
35823,35823,2017.2.1 22:00,47.0,-15.8,,48.5,-14.45,,47.75,-15.125,
35824,35824,2017.2.1 23:00,46.0,-16.6,,50.5,-14.4,,48.25,-15.5,
35825,35825,2017.2.1 3:00,51.0,-14.5,0.8,59.0,-12.8,0.8,55.0,-13.65,0.8
35826,35826,2017.2.1 4:00,57.0,-12.8,0.8,64.0,-11.8,0.8,60.5,-12.3,0.8
35827,35827,2017.2.1 5:00,55.0,-13.0,0.8,63.0,-11.8,0.8,59.0,-12.4,0.8
35828,35828,2017.2.1 6:00,58.0,-12.0,0.8,65.0,-10.9,0.8,61.5,-11.45,0.8
35829,35829,2017.2.1 7:00,61.0,-11.3,0.8,65.0,-10.65,0.8,63.0,-10.975000000000001,0.8
35830,35830,2017.2.1 8:00,64.0,-10.5,0.8,65.5,-10.15,0.8,64.75,-10.325,0.8
35831,35831,2017.2.1 9:00,61.0,-10.5,0.7,62.5,-9.95,0.7,61.75,-10.225,0.7
35832,35832,2017.2.2 0:00,47.0,-16.8,,52.0,-14.5,,49.5,-15.65,
35833,35833,2017.2.2 1:00,46.0,-17.1,,55.0,-14.3,,50.5,-15.700000000000001,
35834,35834,2017.2.2 10:00,29.0,-20.0,,36.0,-17.0,,32.5,-18.5,
35835,35835,2017.2.2 11:00,24.0,-20.1,,28.0,-18.0,,26.0,-19.05,
35836,35836,2017.2.2 12:00,24.0,-18.9,,25.5,-17.35,,24.75,-18.125,
35837,35837,2017.2.2 13:00,33.0,-13.9,,29.0,-14.45,,31.0,-14.175,
35838,35838,2017.2.2 14:00,39.0,-11.1,,31.0,-13.15,,35.0,-12.125,
35839,35839,2017.2.2 15:00,42.0,-8.7,,31.5,-12.0,,36.75,-10.35,
35840,35840,2017.2.2 16:00,51.0,-6.1,,37.5,-9.8,,44.25,-7.95,
35841,35841,2017.2.2 17:00,56.0,-5.5,,42.5,-8.85,,49.25,-7.175,
35842,35842,2017.2.2 18:00,65.0,-4.6,,52.5,-7.05,,58.75,-5.824999999999999,
35843,35843,2017.2.2 19:00,71.0,-4.2,,59.0,-6.45,,65.0,-5.325,
35844,35844,2017.2.2 2:00,44.0,-17.8,,54.0,-14.7,,49.0,-16.25,
35845,35845,2017.2.2 20:00,74.0,-3.7,,66.0,-5.3,,70.0,-4.5,
35846,35846,2017.2.2 21:00,76.0,-3.5,,69.5,-5.15,,72.75,-4.325,
35847,35847,2017.2.2 22:00,77.0,-2.9,,72.5,-4.4,,74.75,-3.6500000000000004,
35848,35848,2017.2.2 23:00,80.0,-2.7,,74.0,-4.3,,77.0,-3.5,
35849,35849,2017.2.2 3:00,47.0,-17.4,,56.5,-14.7,,51.75,-16.049999999999997,
35850,35850,2017.2.2 4:00,47.0,-17.9,,54.0,-15.7,,50.5,-16.799999999999997,
35851,35851,2017.2.2 5:00,47.0,-18.1,,54.0,-16.1,,50.5,-17.1,
35852,35852,2017.2.2 6:00,47.0,-18.1,,53.0,-16.35,,50.0,-17.225,
35853,35853,2017.2.2 7:00,50.0,-17.7,,53.0,-16.6,,51.5,-17.15,
35854,35854,2017.2.2 8:00,53.0,-16.9,,62.5,-14.85,,57.75,-15.875,
35855,35855,2017.2.2 9:00,39.0,-19.2,,48.5,-15.95,,43.75,-17.575,
35856,35856,2017.2.3 0:00,83.0,-2.8,,77.5,-3.8,,80.25,-3.3,
35857,35857,2017.2.3 1:00,78.0,-3.5,,75.0,-4.2,,76.5,-3.85,
35858,35858,2017.2.3 10:00,64.0,-5.3,,66.0,-4.65,,65.0,-4.975,
35859,35859,2017.2.3 11:00,57.0,-5.1,,58.0,-4.25,,57.5,-4.675,
35860,35860,2017.2.3 12:00,51.0,-4.5,,51.5,-4.15,,51.25,-4.325,
35861,35861,2017.2.3 13:00,45.0,-5.9,,44.0,-5.55,,44.5,-5.725,
35862,35862,2017.2.3 14:00,43.0,-5.6,,42.5,-5.25,,42.75,-5.425,
35863,35863,2017.2.3 15:00,41.0,-5.8,,40.5,-5.15,,40.75,-5.475,
35864,35864,2017.2.3 16:00,47.0,-4.2,,44.5,-4.25,,45.75,-4.225,
35865,35865,2017.2.3 17:00,50.0,-4.1,,48.5,-3.9,,49.25,-4.0,
35866,35866,2017.2.3 18:00,60.0,-3.4,,55.5,-3.55,,57.75,-3.4749999999999996,
35867,35867,2017.2.3 19:00,67.0,-3.0,,61.5,-3.35,,64.25,-3.175,
35868,35868,2017.2.3 2:00,74.0,-3.8,,74.5,-4.35,,74.25,-4.074999999999999,
35869,35869,2017.2.3 20:00,70.0,-3.0,,64.5,-3.5,,67.25,-3.25,
35870,35870,2017.2.3 21:00,75.0,-2.9,,68.0,-3.35,,71.5,-3.125,
35871,35871,2017.2.3 22:00,77.0,-2.9,,72.0,-3.45,,74.5,-3.175,
35872,35872,2017.2.3 23:00,78.0,-2.9,,75.0,-3.35,,76.5,-3.125,
35873,35873,2017.2.3 3:00,75.0,-3.9,,76.5,-4.45,,75.75,-4.175,
35874,35874,2017.2.3 4:00,77.0,-4.1,,78.0,-4.55,,77.5,-4.324999999999999,
35875,35875,2017.2.3 5:00,78.0,-4.5,,78.0,-4.7,,78.0,-4.6,
35876,35876,2017.2.3 6:00,77.0,-5.3,,78.0,-5.2,,77.5,-5.25,
35877,35877,2017.2.3 7:00,77.0,-5.5,,80.0,-5.4,,78.5,-5.45,
35878,35878,2017.2.3 8:00,77.0,-5.7,,81.0,-5.4,,79.0,-5.550000000000001,
35879,35879,2017.2.3 9:00,69.0,-6.4,,75.5,-5.15,,72.25,-5.775,
35880,35880,2017.2.4 0:00,75.0,-4.1,,75.5,-4.1,,75.25,-4.1,
35881,35881,2017.2.4 1:00,78.0,-3.8,,78.0,-4.15,,78.0,-3.975,
35882,35882,2017.2.4 10:00,73.0,-4.0,,77.5,-3.2,,75.25,-3.6,
35883,35883,2017.2.4 11:00,69.0,-3.7,,68.0,-2.85,,68.5,-3.2750000000000004,
35884,35884,2017.2.4 12:00,69.0,-3.2,,62.0,-2.85,,65.5,-3.0250000000000004,
35885,35885,2017.2.4 13:00,62.0,-3.9,,54.0,-3.6,,58.0,-3.75,
35886,35886,2017.2.4 14:00,59.0,-4.2,,48.5,-4.85,,53.75,-4.525,
35887,35887,2017.2.4 15:00,58.0,-4.2,,49.5,-4.3,,53.75,-4.25,
35888,35888,2017.2.4 16:00,58.0,-4.3,,51.0,-4.15,,54.5,-4.225,
35889,35889,2017.2.4 17:00,58.0,-4.6,,53.5,-3.8,,55.75,-4.199999999999999,
35890,35890,2017.2.4 18:00,59.0,-4.6,,55.5,-3.7,,57.25,-4.15,
35891,35891,2017.2.4 19:00,62.0,-4.0,,57.0,-3.7,,59.5,-3.85,
35892,35892,2017.2.4 2:00,79.0,-4.0,,80.5,-4.15,,79.75,-4.075,
35893,35893,2017.2.4 20:00,64.0,-3.7,,59.0,-3.4,,61.5,-3.55,
35894,35894,2017.2.4 21:00,64.0,-3.8,,58.5,-3.75,,61.25,-3.775,
35895,35895,2017.2.4 22:00,61.0,-4.3,,58.5,-3.75,,59.75,-4.025,
35896,35896,2017.2.4 23:00,59.0,-4.9,,59.5,-3.7,,59.25,-4.300000000000001,
35897,35897,2017.2.4 3:00,82.0,-3.9,,83.0,-4.0,,82.5,-3.95,
35898,35898,2017.2.4 4:00,85.0,-3.8,,85.5,-4.05,,85.25,-3.925,
35899,35899,2017.2.4 5:00,86.0,-4.1,,86.5,-4.3,,86.25,-4.199999999999999,
35900,35900,2017.2.4 6:00,87.0,-4.3,,87.0,-4.65,,87.0,-4.475,
35901,35901,2017.2.4 7:00,87.0,-4.6,,88.0,-4.6,,87.5,-4.6,
35902,35902,2017.2.4 8:00,87.0,-4.7,,88.0,-4.6,,87.5,-4.65,
35903,35903,2017.2.4 9:00,75.0,-5.2,,80.5,-4.45,,77.75,-4.825,
35904,35904,2017.2.5 0:00,61.0,-4.4,,61.5,-3.35,,61.25,-3.875,
35905,35905,2017.2.5 1:00,61.0,-4.5,,64.0,-3.0,,62.5,-3.75,
35906,35906,2017.2.5 10:00,75.0,-1.9,,73.0,-1.25,,74.0,-1.575,
35907,35907,2017.2.5 11:00,86.0,0.0,,77.5,-0.2,,81.75,-0.1,
35908,35908,2017.2.5 12:00,89.0,0.3,,72.5,-1.1,,80.75,-0.4,
35909,35909,2017.2.5 13:00,91.0,0.1,,79.5,-0.25,,85.25,-0.075,
35910,35910,2017.2.5 14:00,91.0,0.2,,90.0,0.8,,90.5,0.5,
35911,35911,2017.2.5 15:00,90.0,0.2,,90.5,1.0,,90.25,0.6,
35912,35912,2017.2.5 16:00,87.0,-0.1,,89.0,1.0,,88.0,0.45,
35913,35913,2017.2.5 17:00,86.0,-0.2,,85.5,0.6,,85.75,0.19999999999999998,
35914,35914,2017.2.5 18:00,78.0,-1.9,,82.0,-0.25,,80.0,-1.075,
35915,35915,2017.2.5 19:00,77.0,-2.3,,78.0,-1.25,,77.5,-1.775,
35916,35916,2017.2.5 2:00,61.0,-4.7,,65.0,-2.95,,63.0,-3.825,
35917,35917,2017.2.5 20:00,83.0,-1.9,,80.0,-1.55,,81.5,-1.725,
35918,35918,2017.2.5 21:00,81.0,-2.6,,79.0,-2.3,,80.0,-2.45,
35919,35919,2017.2.5 22:00,80.0,-3.2,,77.5,-2.85,,78.75,-3.0250000000000004,
35920,35920,2017.2.5 23:00,69.0,-5.7,,70.0,-4.45,,69.5,-5.075,
35921,35921,2017.2.5 3:00,63.0,-4.5,,67.0,-2.7,,65.0,-3.6,
35922,35922,2017.2.5 4:00,64.0,-4.3,,68.0,-2.55,,66.0,-3.425,
35923,35923,2017.2.5 5:00,61.0,-4.9,,66.0,-3.0,,63.5,-3.95,
35924,35924,2017.2.5 6:00,60.0,-5.0,,66.5,-3.0,,63.25,-4.0,
35925,35925,2017.2.5 7:00,61.0,-4.9,,67.5,-3.0,,64.25,-3.95,
35926,35926,2017.2.5 8:00,64.0,-4.3,,70.0,-2.75,,67.0,-3.525,
35927,35927,2017.2.5 9:00,72.0,-2.7,,73.0,-1.8,,72.5,-2.25,
35928,35928,2017.2.6 0:00,69.0,-6.4,,69.0,-5.0,,69.0,-5.7,
35929,35929,2017.2.6 1:00,69.0,-6.7,,68.0,-5.15,,68.5,-5.925000000000001,
35930,35930,2017.2.6 10:00,49.0,-11.8,,55.0,-9.45,,52.0,-10.625,
35931,35931,2017.2.6 11:00,47.0,-11.6,,50.5,-9.5,,48.75,-10.55,
35932,35932,2017.2.6 12:00,42.0,-11.8,,45.5,-9.9,,43.75,-10.850000000000001,
35933,35933,2017.2.6 13:00,40.0,-11.9,,43.0,-9.7,,41.5,-10.8,
35934,35934,2017.2.6 14:00,37.0,-11.6,,38.0,-10.15,,37.5,-10.875,
35935,35935,2017.2.6 15:00,38.0,-10.7,,38.5,-9.6,,38.25,-10.149999999999999,
35936,35936,2017.2.6 16:00,36.0,-11.4,,36.5,-10.3,,36.25,-10.850000000000001,
35937,35937,2017.2.6 17:00,36.0,-11.7,,38.0,-10.5,,37.0,-11.1,
35938,35938,2017.2.6 18:00,47.0,-9.8,,47.5,-9.2,,47.25,-9.5,
35939,35939,2017.2.6 19:00,50.0,-9.9,,53.5,-8.85,,51.75,-9.375,
35940,35940,2017.2.6 2:00,69.0,-7.1,,68.5,-5.45,,68.75,-6.275,
35941,35941,2017.2.6 20:00,52.0,-10.0,,57.0,-8.85,,54.5,-9.425,
35942,35942,2017.2.6 21:00,52.0,-10.7,,57.5,-9.35,,54.75,-10.024999999999999,
35943,35943,2017.2.6 22:00,53.0,-11.0,,59.0,-9.6,,56.0,-10.3,
35944,35944,2017.2.6 23:00,53.0,-11.5,,60.5,-9.8,,56.75,-10.65,
35945,35945,2017.2.6 3:00,62.0,-8.7,,62.0,-7.35,,62.0,-8.024999999999999,
35946,35946,2017.2.6 4:00,58.0,-9.9,,62.0,-7.9,,60.0,-8.9,
35947,35947,2017.2.6 5:00,56.0,-10.6,,61.0,-8.5,,58.5,-9.55,
35948,35948,2017.2.6 6:00,59.0,-10.5,,63.5,-8.5,,61.25,-9.5,
35949,35949,2017.2.6 7:00,60.0,-10.8,,64.5,-8.8,,62.25,-9.8,
35950,35950,2017.2.6 8:00,60.0,-11.0,,65.0,-9.0,,62.5,-10.0,
35951,35951,2017.2.6 9:00,55.0,-11.6,,59.5,-9.4,,57.25,-10.5,
35952,35952,2017.2.7 0:00,53.0,-11.5,,61.0,-9.7,,57.0,-10.6,
35953,35953,2017.2.7 1:00,56.0,-11.3,,63.0,-9.6,,59.5,-10.45,
35954,35954,2017.2.7 10:00,43.0,-13.9,,58.5,-10.05,,50.75,-11.975000000000001,
35955,35955,2017.2.7 11:00,39.0,-14.2,,49.0,-10.9,,44.0,-12.55,
35956,35956,2017.2.7 12:00,37.0,-13.7,,43.0,-11.0,,40.0,-12.35,
35957,35957,2017.2.7 13:00,34.0,-13.1,,39.0,-10.4,,36.5,-11.75,
35958,35958,2017.2.7 14:00,33.0,-12.9,,37.0,-10.35,,35.0,-11.625,
35959,35959,2017.2.7 15:00,31.0,-12.7,,34.5,-10.35,,32.75,-11.524999999999999,
35960,35960,2017.2.7 16:00,34.0,-12.3,,35.5,-10.3,,34.75,-11.3,
35961,35961,2017.2.7 17:00,34.0,-12.5,,34.0,-11.3,,34.0,-11.9,
35962,35962,2017.2.7 18:00,38.0,-12.1,,39.0,-10.65,,38.5,-11.375,
35963,35963,2017.2.7 19:00,42.0,-11.5,,43.5,-10.15,,42.75,-10.825,
35964,35964,2017.2.7 2:00,56.0,-12.0,,63.5,-9.95,,59.75,-10.975,
35965,35965,2017.2.7 20:00,45.0,-11.4,,48.5,-9.75,,46.75,-10.575,
35966,35966,2017.2.7 21:00,44.0,-12.0,,49.0,-10.15,,46.5,-11.075,
35967,35967,2017.2.7 22:00,46.0,-11.8,,48.5,-10.45,,47.25,-11.125,
35968,35968,2017.2.7 23:00,44.0,-12.5,,51.0,-10.2,,47.5,-11.35,
35969,35969,2017.2.7 3:00,57.0,-11.6,,66.5,-9.6,,61.75,-10.6,
35970,35970,2017.2.7 4:00,59.0,-11.6,,67.5,-9.5,,63.25,-10.55,
35971,35971,2017.2.7 5:00,57.0,-12.5,,67.0,-9.9,,62.0,-11.2,
35972,35972,2017.2.7 6:00,57.0,-12.5,,68.5,-9.9,,62.75,-11.2,
35973,35973,2017.2.7 7:00,55.0,-13.1,,68.0,-10.15,,61.5,-11.625,
35974,35974,2017.2.7 8:00,54.0,-13.1,,68.0,-10.15,,61.0,-11.625,
35975,35975,2017.2.7 9:00,50.0,-13.5,,65.0,-10.1,,57.5,-11.8,
35976,35976,2017.2.8 0:00,49.0,-11.8,,54.5,-9.9,,51.75,-10.850000000000001,
35977,35977,2017.2.8 1:00,52.0,-11.4,,57.0,-9.75,,54.5,-10.575,
35978,35978,2017.2.8 10:00,54.0,-9.6,,61.0,-7.55,,57.5,-8.575,
35979,35979,2017.2.8 11:00,48.0,-10.1,,51.5,-8.5,,49.75,-9.3,
35980,35980,2017.2.8 12:00,41.0,-11.7,,47.0,-9.05,,44.0,-10.375,
35981,35981,2017.2.8 13:00,41.0,-11.5,,44.5,-9.3,,42.75,-10.4,
35982,35982,2017.2.8 14:00,36.0,-12.9,,40.0,-10.2,,38.0,-11.55,
35983,35983,2017.2.8 15:00,34.0,-13.8,,38.5,-10.55,,36.25,-12.175,
35984,35984,2017.2.8 16:00,37.0,-12.9,,42.5,-9.7,,39.75,-11.3,
35985,35985,2017.2.8 17:00,41.0,-11.8,,46.5,-8.75,,43.75,-10.275,
35986,35986,2017.2.8 18:00,43.0,-11.6,,46.5,-9.25,,44.75,-10.425,
35987,35987,2017.2.8 19:00,43.0,-11.9,,45.5,-10.0,,44.25,-10.95,
35988,35988,2017.2.8 2:00,55.0,-11.0,,61.0,-9.35,,58.0,-10.175,
35989,35989,2017.2.8 20:00,48.0,-11.0,,48.0,-9.75,,48.0,-10.375,
35990,35990,2017.2.8 21:00,46.0,-11.8,,50.0,-9.7,,48.0,-10.75,
35991,35991,2017.2.8 22:00,50.0,-11.4,,56.0,-8.95,,53.0,-10.175,
35992,35992,2017.2.8 23:00,49.0,-12.1,,55.0,-9.7,,52.0,-10.899999999999999,
35993,35993,2017.2.8 3:00,60.0,-10.5,,65.0,-9.1,,62.5,-9.8,
35994,35994,2017.2.8 4:00,64.0,-10.1,,67.5,-9.05,,65.75,-9.575,
35995,35995,2017.2.8 5:00,65.0,-10.1,,68.5,-8.9,,66.75,-9.5,
35996,35996,2017.2.8 6:00,64.0,-10.4,,68.5,-9.05,,66.25,-9.725000000000001,
35997,35997,2017.2.8 7:00,65.0,-10.3,,71.0,-8.8,,68.0,-9.55,
35998,35998,2017.2.8 8:00,64.0,-10.5,,70.5,-8.9,,67.25,-9.7,
35999,35999,2017.2.8 9:00,60.0,-10.3,,67.5,-8.45,,63.75,-9.375,
36000,36000,2017.2.9 0:00,53.0,-11.7,,59.0,-9.25,,56.0,-10.475,
36001,36001,2017.2.9 1:00,57.0,-10.9,,60.5,-9.2,,58.75,-10.05,
36002,36002,2017.2.9 10:00,43.0,-15.8,0.0,58.0,-11.45,0.0,50.5,-13.625,0.0
36003,36003,2017.2.9 11:00,40.0,-16.0,,48.0,-12.9,,44.0,-14.45,
36004,36004,2017.2.9 12:00,35.0,-17.1,,39.0,-14.55,,37.0,-15.825000000000001,
36005,36005,2017.2.9 13:00,32.0,-16.9,,34.0,-15.0,,33.0,-15.95,
36006,36006,2017.2.9 14:00,34.0,-16.1,,33.5,-15.2,,33.75,-15.65,
36007,36007,2017.2.9 15:00,36.0,-16.2,,37.0,-14.55,,36.5,-15.375,
36008,36008,2017.2.9 16:00,41.0,-15.2,,42.0,-13.65,,41.5,-14.425,
36009,36009,2017.2.9 17:00,38.0,-15.8,,42.0,-13.9,,40.0,-14.850000000000001,
36010,36010,2017.2.9 18:00,40.0,-16.5,,47.0,-13.75,,43.5,-15.125,
36011,36011,2017.2.9 19:00,40.0,-16.9,,47.5,-14.3,,43.75,-15.6,
36012,36012,2017.2.9 2:00,59.0,-10.9,,61.0,-9.55,,60.0,-10.225000000000001,
36013,36013,2017.2.9 20:00,43.0,-16.4,,52.0,-13.6,,47.5,-15.0,
36014,36014,2017.2.9 21:00,47.0,-15.7,,53.5,-13.45,,50.25,-14.575,
36015,36015,2017.2.9 22:00,48.0,-15.7,,54.0,-13.55,,51.0,-14.625,
36016,36016,2017.2.9 23:00,51.0,-15.3,,57.0,-13.1,,54.0,-14.2,
36017,36017,2017.2.9 3:00,60.0,-11.2,,62.5,-9.55,,61.25,-10.375,
36018,36018,2017.2.9 4:00,60.0,-11.6,,63.5,-9.7,,61.75,-10.649999999999999,
36019,36019,2017.2.9 5:00,59.0,-12.4,,63.0,-10.2,,61.0,-11.3,
36020,36020,2017.2.9 6:00,57.0,-13.2,,61.5,-10.9,,59.25,-12.05,
36021,36021,2017.2.9 7:00,56.0,-13.9,,62.0,-11.3,,59.0,-12.600000000000001,
36022,36022,2017.2.9 8:00,54.0,-14.6,,60.0,-11.85,,57.0,-13.225,
36023,36023,2017.2.9 9:00,46.0,-15.8,0.0,60.5,-11.5,0.0,53.25,-13.65,0.0
36024,36024,2017.2.10 0:00,55.0,-14.5,,60.0,-12.55,,57.5,-13.525,
36025,36025,2017.2.10 1:00,49.0,-15.7,,64.0,-12.4,,56.5,-14.05,
36026,36026,2017.2.10 10:00,40.0,-19.0,,42.5,-16.75,,41.25,-17.875,
36027,36027,2017.2.10 11:00,39.0,-18.2,,39.5,-16.6,,39.25,-17.4,
36028,36028,2017.2.10 12:00,35.0,-18.6,,36.0,-16.7,,35.5,-17.65,
36029,36029,2017.2.10 13:00,32.0,-18.4,,34.0,-16.45,,33.0,-17.424999999999997,
36030,36030,2017.2.10 14:00,31.0,-17.9,,33.5,-16.15,,32.25,-17.025,
36031,36031,2017.2.10 15:00,31.0,-18.1,,34.0,-16.2,,32.5,-17.15,
36032,36032,2017.2.10 16:00,31.0,-17.4,,36.0,-15.4,,33.5,-16.4,
36033,36033,2017.2.10 17:00,34.0,-16.8,,37.0,-15.3,,35.5,-16.05,
36034,36034,2017.2.10 18:00,40.0,-16.4,,43.5,-14.65,,41.75,-15.524999999999999,
36035,36035,2017.2.10 19:00,43.0,-16.7,,48.0,-14.35,,45.5,-15.524999999999999,
36036,36036,2017.2.10 2:00,52.0,-15.4,,66.0,-12.3,,59.0,-13.850000000000001,
36037,36037,2017.2.10 20:00,46.0,-16.5,,51.5,-13.9,,48.75,-15.2,
36038,36038,2017.2.10 21:00,49.0,-16.0,,56.0,-13.15,,52.5,-14.575,
36039,36039,2017.2.10 22:00,51.0,-15.6,,60.0,-12.65,,55.5,-14.125,
36040,36040,2017.2.10 23:00,50.0,-15.7,0.3,65.5,-12.1,0.3,57.75,-13.899999999999999,0.3
36041,36041,2017.2.10 3:00,54.0,-15.4,,67.0,-12.25,,60.5,-13.825,
36042,36042,2017.2.10 4:00,55.0,-15.6,,65.5,-12.7,,60.25,-14.149999999999999,
36043,36043,2017.2.10 5:00,51.0,-16.8,,61.0,-13.6,,56.0,-15.2,
36044,36044,2017.2.10 6:00,51.0,-17.1,,55.0,-15.1,,53.0,-16.1,
36045,36045,2017.2.10 7:00,49.0,-17.9,,52.5,-15.95,,50.75,-16.924999999999997,
36046,36046,2017.2.10 8:00,49.0,-18.0,,52.5,-16.05,,50.75,-17.025,
36047,36047,2017.2.10 9:00,45.0,-18.3,,46.5,-16.5,,45.75,-17.4,
36048,36048,2017.2.11 0:00,49.0,-16.1,0.3,61.5,-13.05,0.3,55.25,-14.575000000000001,0.3
36049,36049,2017.2.11 1:00,49.0,-16.3,0.6,65.5,-12.6,0.6,57.25,-14.45,0.6
36050,36050,2017.2.11 10:00,45.0,-16.4,0.8,54.0,-13.3,0.8,49.5,-14.85,0.8
36051,36051,2017.2.11 11:00,40.0,-16.6,,49.0,-13.2,,44.5,-14.9,
36052,36052,2017.2.11 12:00,37.0,-16.4,,45.0,-13.05,,41.0,-14.725,
36053,36053,2017.2.11 13:00,36.0,-15.4,,41.0,-13.05,,38.5,-14.225000000000001,
36054,36054,2017.2.11 14:00,34.0,-15.2,,38.0,-13.05,,36.0,-14.125,
36055,36055,2017.2.11 15:00,33.0,-14.4,,36.0,-12.8,,34.5,-13.600000000000001,
36056,36056,2017.2.11 16:00,35.0,-13.3,,36.0,-12.45,,35.5,-12.875,
36057,36057,2017.2.11 17:00,40.0,-12.1,,40.5,-11.45,,40.25,-11.774999999999999,
36058,36058,2017.2.11 18:00,44.0,-12.2,,45.5,-11.3,,44.75,-11.75,
36059,36059,2017.2.11 19:00,48.0,-11.7,,50.0,-10.85,,49.0,-11.274999999999999,
36060,36060,2017.2.11 2:00,49.0,-16.6,0.8,67.0,-12.55,0.8,58.0,-14.575000000000001,0.8
36061,36061,2017.2.11 20:00,49.0,-12.0,,53.0,-10.65,,51.0,-11.325,
36062,36062,2017.2.11 21:00,51.0,-12.0,,56.0,-10.5,,53.5,-11.25,
36063,36063,2017.2.11 22:00,51.0,-12.2,,56.0,-10.4,,53.5,-11.3,
36064,36064,2017.2.11 23:00,45.0,-14.3,,53.0,-11.4,,49.0,-12.850000000000001,
36065,36065,2017.2.11 3:00,51.0,-16.6,1.3,68.5,-12.5,1.3,59.75,-14.55,1.3
36066,36066,2017.2.11 4:00,52.0,-16.8,1.3,68.5,-12.85,1.3,60.25,-14.825,1.3
36067,36067,2017.2.11 5:00,53.0,-17.0,1.3,67.5,-13.1,1.3,60.25,-15.05,1.3
36068,36068,2017.2.11 6:00,53.0,-16.9,1.3,67.5,-13.05,1.3,60.25,-14.975,1.3
36069,36069,2017.2.11 7:00,53.0,-16.9,1.3,66.5,-13.25,1.3,59.75,-15.075,1.3
36070,36070,2017.2.11 8:00,52.0,-17.0,1.0,66.0,-13.4,1.0,59.0,-15.2,1.0
36071,36071,2017.2.11 9:00,47.0,-17.0,0.9,60.0,-13.1,0.9,53.5,-15.05,0.9
